Curso;Unidade Curricular;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Características da sala pedida para a aula;Sala atribuída à aula
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;FRIDAY;13:00;14:30;2022-12-02;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;THURSDAY;13:00;14:30;2022-11-23;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;THURSDAY;13:00;14:30;2022-11-16;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;THURSDAY;13:00;14:30;2022-11-09;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;THURSDAY;13:00;14:30;2022-11-02;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;MONDAY;13:00;14:30;2022-11-28;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;MONDAY;13:00;14:30;2022-11-21;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;MONDAY;13:00;14:30;2022-11-14;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;MONDAY;13:00;14:30;2022-11-07;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;TUESDAY;19:00;21:00;2022-06-18;Arq 3;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;TUESDAY;13:00;14:30;2022-11-22;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;THURSDAY;08:00;10:00;2022-06-01;Laboratório de Redes de Computadores I;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;TUESDAY;13:00;14:30;2022-11-08;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;FRIDAY;10:30;12:00;2022-11-04;Sala Aulas Mestrado;AA2.26
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;FRIDAY;12:00;13:30;2022-11-04;Sala Aulas Mestrado;AA2.26
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;FRIDAY;14:30;16:00;2022-12-02;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;MONDAY;14:30;16:00;2022-11-28;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;MONDAY;14:30;16:00;2022-11-21;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;MONDAY;14:30;16:00;2022-11-14;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;01789TP01;MEA1;30;MONDAY;14:30;16:00;2022-11-07;Sala Aulas Mestrado;AA2.25
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-12-12;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-12-05;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-11-28;Não necessita de sala;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-11-21;Não necessita de sala;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-11-14;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-11-07;Sala Aulas Mestrado;AA2.23
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-10-31;Sala Aulas Mestrado;AA2.23
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-10-24;Sala Aulas Mestrado;AA2.23
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-10-17;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-10-10;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-10-03;Sala Aulas Mestrado;AA2.28
PIUDHIST;Seminário de Projecto I (Piudhist);SP-I_(Piudhist)S01;DHMCMG1;0;MONDAY;18:00;20:00;2022-09-26;Sala Aulas Mestrado;AA2.26
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-12-14;Sala/anfiteatro aulas;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-12-07;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-11-30;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-11-23;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-11-16;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-11-09;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-11-02;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-10-26;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-10-19;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-10-12;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-09-28;Sala de Aulas normal;2E07
LP;Competências Académicas I;L5205PL05;PA3;23;THURSDAY;11:00;12:30;2022-09-21;Sala de Aulas normal;2E07
CT;Gestão de Conflitos;00668TP02;CI-CT-02;24;WEDNESDAY;13:00;15:00;2022-11-10;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;00668TP02;CI-CT-02;24;WEDNESDAY;13:00;15:00;2022-11-03;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;00668TP02;CI-CT-02;24;WEDNESDAY;13:00;15:00;2022-10-27;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;00668TP02;CI-CT-02;24;WEDNESDAY;13:00;15:00;2022-10-20;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;00668TP02;CI-CT-02;24;WEDNESDAY;13:00;15:00;2022-10-13;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;00668TP02;CI-CT-02;24;WEDNESDAY;13:00;15:00;2022-10-06;Sala de Aulas normal;AA3.30
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-12-09;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-12-02;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-11-25;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-11-18;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-11-11;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-10-28;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-10-21;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-10-14;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-10-07;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-09-30;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-09-23;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705TP23;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;44;FRIDAY;13:00;14:30;2022-09-16;Não necessita de sala;null
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;17:30;19:00;2022-12-05;Sala/anfiteatro aulas;AA2.24
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;17:30;19:00;2022-11-28;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;17:30;19:00;2022-11-21;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;17:30;19:00;2022-11-14;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;17:30;19:00;2022-11-07;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;17:30;19:00;2022-10-31;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;17:30;19:00;2022-10-24;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;17:30;19:00;2022-10-17;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;19:00;20:30;2022-12-05;Sala/anfiteatro aulas;AA2.24
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;19:00;20:30;2022-11-28;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;19:00;20:30;2022-11-21;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;19:00;20:30;2022-11-14;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;19:00;20:30;2022-11-07;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;19:00;20:30;2022-10-31;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;19:00;20:30;2022-10-24;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;01074TP01;DFB1;3;MONDAY;19:00;20:30;2022-10-17;Sala/anfiteatro aulas;D1.07
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-12-15;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-11-24;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-11-17;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-11-10;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-10-27;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-10-20;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-10-13;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-10-06;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-09-29;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-09-22;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;WEDNESDAY;14:30;16:00;2022-09-15;Sala/anfiteatro aulas;null
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-12-14;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-12-07;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-11-30;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-11-23;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-11-16;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-11-09;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-10-26;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-10-19;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-10-12;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-09-28;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-09-21;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;THURSDAY;13:00;14:30;2022-09-14;Sala/anfiteatro aulas;null
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-12-16;Sala de Aulas normal;C6.01
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-12-09;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-12-02;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-11-25;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-11-18;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-11-11;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-10-28;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-10-21;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-10-14;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-10-07;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-09-30;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-09-23;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;03703TP02;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;52;FRIDAY;14:30;16:00;2022-09-16;Sala/anfiteatro aulas;null
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-11-28;Anfiteatro aulas;null
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-11-21;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-11-14;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-11-07;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-10-31;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-10-24;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-10-17;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-10-10;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-10-03;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-09-26;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-09-19;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708T02;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;99;MONDAY;14:30;16:00;2022-09-12;Anfiteatro aulas;Auditório B1.03
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-12-07;Sala de Aulas normal;null
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-11-30;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-11-23;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-11-16;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-11-09;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-11-02;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-10-26;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-10-19;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-10-12;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-09-28;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-09-21;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;11:00;12:30;2022-09-14;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-12-07;Sala de Aulas normal;null
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-11-30;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-11-23;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-11-16;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-11-09;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-11-02;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-10-26;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-10-19;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-10-12;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-09-28;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-09-21;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;M8642TP01;FCC2;35;THURSDAY;09:30;11:00;2022-09-14;Sala de Aulas normal;C4.06
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-11-25;Não necessita de sala;null
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-11-18;Não necessita de sala;null
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-11-11;Não necessita de sala;null
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-11-04;Não necessita de sala;null
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-10-28;Não necessita de sala;null
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-10-21;Não necessita de sala;null
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-10-14;Não necessita de sala;null
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-10-07;Não necessita de sala;null
SSS;Competências, para A Prática do Serviço Social na Saúde;CPSSSTP01;PG SSS;17;FRIDAY;18:00;20:00;2022-09-30;Não necessita de sala;null
